-2.55	0.05
-2.53	0.15
-2.525	0.1
-2.52	0.1
-2.515	0.1
-2.51	0.15
-2.505	0.05
-2.5	0.05
-2.495	0.2
-2.475	0
-2.46	0.35
-2.45	0.2
-2.44	0.15
-2.44	0.15
-2.425	0.2
-2.42	0.05
-2.415	0.1
-2.4	0.2
-2.39	0.15
-2.38	0.2
-2.37	0.25
-2.35	0.25
-2.34	0.2
-2.33	0.2
-2.315	0.25
-2.3	0.3
-2.29	0.2
-2.275	0.25
-2.265	0.2
-2.265	0.15
-2.255	0.15
-2.25	0.15
-2.235	0.2
-2.235	0.2
-2.23	0.15
-2.225	0.2
-2.225	0.15
-2.225	0.15
-2.225	0.2
-2.225	0.2
-2.215	0.2
-2.21	0.2
-2.205	0.2
-2.19	0.3
-2.175	0.3
-2.165	0.35
-2.165	0.2
-2.16	0.2
-2.155	0.25
-2.145	0.25
-2.135	0.3
-2.13	0.25
-2.125	0.2
-2.105	0.45
-2.095	0.3
-2.08	0.35
-2.06	0.5
-2.055	0.2
-2.045	0.35
-2.035	0.4
-2.015	0.45
-1.99	0.65
-1.975	0.5
-1.965	0.4
-1.955	0.5
-1.945	0.45
-1.94	0.5
-1.93	0.55
-1.92	0.55
-1.915	0.55
-1.905	0.65
-1.9	0.65
-1.885	0.75
-1.875	0.75
-1.865	0.9
-1.855	0.95
-1.85	1
-1.84	1.1
-1.825	1.15
-1.815	1.4
-1.8	1.7
-1.79	1.95
-1.785	2.05
-1.78	2.05
-1.78	2.1
-1.78	2.05
-1.78	1.95
-1.775	2
-1.78	2
-1.78	2
-1.78	2
-1.775	1.8
-1.76	2.55
-1.745	2.5
-1.745	2.9
-1.725	2.9
-1.71	3.6
-1.695	4.45
-1.675	5.45
-1.645	6.75
-1.61	8.25
-1.6	9.25
-1.58	9.7
-1.575	10.75
-1.57	11.2
-1.56	11.55
-1.55	12.15
-1.545	12.65
-1.525	13.65
-1.515	14.65
-1.51	15.45
-1.505	14.55
-1.5	15.1
-1.495	15.45
-1.49	16.1
-1.48	16.6
-1.47	17.5
-1.46	18.15
-1.445	19.45
-1.44	20.75
-1.44	20.95
-1.435	21.45
-1.43	21.9
-1.425	22.5
-1.415	24.05
-1.41	26.25
-1.405	26.95
-1.4	27.8
-1.395	28.25
-1.38	29.2
-1.365	31.05
-1.35	33.3
-1.34	35.45
-1.34	36
-1.33	36.25
-1.33	37.3
-1.33	37.2
-1.33	37.25
-1.33	37.25
-1.32	35.35
-1.31	37.65
-1.3	38.6
-1.29	39.8
-1.28	41.5
-1.27	43.65
-1.265	44.9
-1.25	46.35
-1.245	48.2
-1.23	49.65
-1.215	51.85
-1.195	55.85
-1.17	63.9
-1.155	67.7
-1.145	71.25
-1.135	73
-1.125	75.6
-1.12	77.05
-1.11	78.1
-1.095	80.8
-1.085	83.55
-1.08	86
-1.07	88
-1.06	89.6
-1.055	91.2
-1.04	93.1
-1.03	93.45
-1.02	94.05
-1.01	95.4
-0.995	97.2
-0.98	100.05
-0.975	101.05
-0.975	101.2
-0.97	101.4
-0.97	101.4
