-2.31	-0.05
-2.3	0
-2.29	0.05
-2.275	0
-2.27	0
-2.26	0.05
-2.25	0.05
-2.245	0
-2.24	0.05
-2.235	0.05
-2.23	0
-2.225	0
-2.195	0.1
-2.19	0.05
-2.18	0.1
-2.165	0.1
-2.15	0.05
-2.13	0.1
-2.105	0.25
-2.1	0.05
-2.075	0.15
-2.065	0.05
-2.06	0.05
-2.045	0.1
-2.02	0.15
-2.005	0.15
-1.995	0.15
-1.98	0.1
-1.97	0.05
-1.96	0.1
-1.945	0.1
-1.94	0.15
-1.93	0.05
-1.92	0.15
-1.9	0.15
-1.885	0.2
-1.875	0.15
-1.87	0.05
-1.855	0.1
-1.85	0.1
-1.83	0.15
-1.815	0.15
-1.8	0.2
-1.78	0.3
-1.775	0.1
-1.745	0.1
-1.725	0.35
-1.72	0.15
-1.705	0.25
-1.7	0.15
-1.69	0.2
-1.68	0.25
-1.67	0.25
-1.65	0.25
-1.635	0.35
-1.615	0.35
-1.595	0.45
-1.58	0.4
-1.575	0.35
-1.57	0.25
-1.56	0.5
-1.545	0.45
-1.52	0.65
-1.505	0.65
-1.49	0.7
-1.475	0.9
-1.455	0.95
-1.45	1.2
-1.435	1.3
-1.42	1.35
-1.405	1.55
-1.39	1.9
-1.37	2.4
-1.35	2.7
-1.33	3.3
-1.33	3.45
-1.33	3.45
-1.33	3.5
-1.315	3.6
-1.3	4.15
-1.29	4.5
-1.275	4.85
-1.25	5.7
-1.22	6.8
-1.215	7.6
-1.205	7.95
-1.2	8.35
-1.185	8.95
-1.165	10.45
-1.14	12.15
-1.125	13.4
-1.11	15.2
-1.095	15.9
-1.08	17.2
-1.065	18.35
-1.055	19.5
-1.045	20.75
-1.025	22.15
-1.005	23.9
-0.985	25.95
-0.95	28.75
-0.935	32.6
-0.92	34.35
-0.91	36.3
-0.905	37.2
-0.9	38.25
-0.89	39.5
-0.89	40.05
-0.885	39.85
-0.885	38.75
-0.885	38.8
-0.885	38.7
-0.885	38.75
-0.875	38.85
-0.86	41.2
-0.855	42.8
-0.855	43.3
-0.84	43.85
-0.82	46.95
-0.8	50.05
-0.785	53.05
-0.765	56.25
-0.75	59.3
-0.735	62.65
-0.715	66.2
-0.69	70.75
-0.665	80.55
-0.655	84.35
-0.64	86.55
-0.615	90.15
-0.595	94.5
-0.585	96.75
-0.58	98.55
-0.58	98.95
-0.575	99.05
-0.575	99.45
-0.575	99.55
