1	2.220446e-16	2.220446e-16
2	0.000000e+00	4.440892e-16
3	3.330669e-16	2.220446e-16
4	4.440892e-16	0.000000e+00
5	6.661338e-16	6.661338e-16
6	2.220446e-16	6.661338e-16
7	2.220446e-16	6.661338e-16
8	2.220446e-16	1.332268e-15
9	4.440892e-16	1.554312e-15
10	4.440892e-16	4.662937e-15
11	4.440892e-16	5.551115e-15
12	5.551115e-16	6.439294e-15
13	7.771561e-16	8.437695e-15
14	7.771561e-16	8.437695e-15
15	7.771561e-16	4.884981e-15
16	7.771561e-16	1.998401e-15
17	7.771561e-16	1.998401e-15
18	5.551115e-16	5.107026e-15
19	7.771561e-16	2.220446e-15
20	7.771561e-16	4.107825e-15
21	7.771561e-16	7.549517e-15
22	8.881784e-16	9.992007e-15
23	1.110223e-15	6.661338e-15
24	1.110223e-15	6.439294e-15
25	1.110223e-15	5.329071e-15
26	8.881784e-16	1.021405e-14
27	1.110223e-15	7.771561e-15
28	1.110223e-15	4.440892e-15
29	8.881784e-16	2.886580e-15
30	7.771561e-16	5.551115e-15
31	8.881784e-16	6.883383e-15
32	7.771561e-16	6.661338e-15
33	8.881784e-16	6.106227e-15
34	8.881784e-16	5.551115e-16
35	1.110223e-15	2.220446e-15
36	1.443290e-15	1.143530e-14
37	1.443290e-15	1.076916e-14
38	1.332268e-15	3.885781e-15
39	1.332268e-15	4.218847e-15
40	1.665335e-15	3.885781e-15
41	1.887379e-15	1.176836e-14
42	1.887379e-15	8.881784e-15
43	1.665335e-15	1.054712e-14
44	1.887379e-15	1.920686e-14
45	1.887379e-15	1.443290e-15
46	1.665335e-15	5.329071e-15
47	1.887379e-15	5.551115e-15
48	1.887379e-15	1.443290e-15
49	1.665335e-15	1.010303e-14
50	1.665335e-15	2.553513e-14
51	1.887379e-15	4.185541e-14
52	1.887379e-15	2.275957e-14
53	1.887379e-15	1.099121e-14
54	1.443290e-15	1.509903e-14
55	1.665335e-15	8.215650e-15
56	1.887379e-15	2.164935e-14
57	1.665335e-15	1.931788e-14
58	1.665335e-15	2.442491e-14
59	1.665335e-15	2.287059e-14
60	1.665335e-15	2.953193e-14
61	1.887379e-15	2.020606e-14
62	1.887379e-15	2.964295e-14
63	1.887379e-15	2.964295e-14
64	1.887379e-15	2.386980e-14
65	1.998401e-15	1.632028e-14
66	2.220446e-15	6.217249e-15
67	2.220446e-15	3.996803e-15
68	2.220446e-15	1.321165e-14
69	1.998401e-15	2.908784e-14
70	2.220446e-15	4.352074e-14
71	2.220446e-15	8.559820e-14
72	2.331468e-15	9.603429e-14
73	2.331468e-15	9.159340e-14
74	2.220446e-15	9.692247e-14
75	2.220446e-15	1.163514e-13
76	2.220446e-15	1.155742e-13
77	2.331468e-15	7.549517e-14
78	2.331468e-15	4.696243e-14
79	2.220446e-15	6.072920e-14
80	2.331468e-15	8.493206e-14
81	2.220446e-15	9.059420e-14
82	2.331468e-15	9.081624e-14
83	2.775558e-15	9.336976e-14
84	2.886580e-15	9.858780e-14
85	3.108624e-15	1.166844e-13
86	3.330669e-15	1.351141e-13
87	2.886580e-15	1.314504e-13
88	2.553513e-15	1.260103e-13
89	2.775558e-15	1.331157e-13
90	2.775558e-15	1.283418e-13
91	2.775558e-15	1.320055e-13
92	2.553513e-15	1.314504e-13
93	2.553513e-15	1.313394e-13
94	2.553513e-15	1.236788e-13
95	2.331468e-15	1.570966e-13
96	2.331468e-15	1.610934e-13
97	2.331468e-15	1.435518e-13
98	2.553513e-15	1.594280e-13
99	2.553513e-15	1.469935e-13
