-1.62	0
-1.615	0.1
-1.61	0.1
-1.6	0.1
-1.585	0.1
-1.58	0
-1.575	0.05
-1.57	0.2
-1.565	0
-1.56	0.1
-1.555	0.1
-1.545	0.05
-1.535	0.05
-1.53	0.1
-1.52	0.1
-1.51	0.05
-1.5	0.15
-1.495	0.1
-1.485	0
-1.48	0.1
-1.48	0.05
-1.48	0.1
-1.465	0.15
-1.455	0.1
-1.445	0.1
-1.44	0.05
-1.43	0.15
-1.42	0.1
-1.41	0.1
-1.4	0.1
-1.385	0.15
-1.38	0.05
-1.38	0.1
-1.38	0
-1.36	0.05
-1.35	0.1
-1.345	0.1
-1.33	0.05
-1.33	0.05
-1.31	0.15
-1.3	0.1
-1.285	0.15
-1.28	0.05
-1.28	0.1
-1.28	0.05
-1.28	0.1
-1.27	0.05
-1.255	0.1
-1.24	0.1
-1.22	0.15
-1.215	-0.1
-1.21	0.7
-1.21	-0.05
-1.2	-0.05
-1.175	-0.7
-1.17	0.35
-1.155	0.15
-1.145	0
-1.145	0.5
-1.135	0.1
-1.125	0.05
-1.115	0.1
-1.11	0.05
-1.1	0.1
-1.09	0.1
-1.07	0.15
-1.055	0.15
-1.05	0.05
-1.04	0.1
-1.035	0.05
-1.035	0.05
-1.025	0.1
-1.015	0.05
-1.015	0.05
-1.005	0
-1	0.75
-0.99	0
-0.97	0.05
-0.96	0.05
-0.955	0.1
-0.945	0.1
-0.94	0.05
-0.93	0.1
-0.92	0.1
-0.91	0.05
-0.905	0.1
-0.895	0.1
-0.89	0.1
-0.89	0.05
-0.885	0.05
-0.885	0.05
-0.885	0.05
-0.875	0.05
-0.875	0.05
-0.875	0.05
-0.835	0.3
-0.83	0.1
-0.825	0.15
-0.82	0.05
-0.81	0.1
-0.805	0.05
-0.795	0.1
-0.79	0.05
-0.785	0.05
-0.775	0.1
-0.77	0.1
-0.765	0.05
-0.755	0.05
-0.75	0.1
-0.74	0.1
-0.735	0.1
-0.72	0.2
-0.715	0.15
-0.705	0.15
-0.7	0.15
-0.69	0.2
-0.68	0.2
-0.67	0.3
-0.645	0.45
-0.625	0.7
-0.625	0.6
-0.62	0.7
-0.615	0.7
-0.61	0.8
-0.605	0.8
-0.605	0.8
-0.6	0.8
-0.595	0.85
-0.585	1.1
-0.575	1.15
-0.57	1.35
-0.565	1.45
-0.555	1.6
-0.535	2
-0.525	2.4
-0.515	2.65
-0.505	3.25
-0.49	3.35
-0.48	4.2
-0.475	4.45
-0.47	4.6
-0.465	4.85
-0.465	5.05
-0.46	5.4
-0.455	5.9
-0.455	6.05
-0.445	6.45
-0.44	6.95
-0.435	7.25
-0.43	7.35
-0.41	8.95
-0.4	10.1
-0.395	10.9
-0.39	11.3
-0.385	11.9
-0.38	12.8
-0.375	13
-0.365	13.85
-0.36	14.65
-0.355	15.25
-0.335	17.55
-0.33	19.05
-0.32	20.1
-0.315	20.15
-0.305	20.8
-0.3	22.2
-0.295	22.85
-0.295	23.1
-0.285	24.75
-0.275	25.65
-0.275	26.05
-0.27	26.8
-0.27	26.95
-0.265	27.65
-0.26	28.7
-0.255	29.65
-0.25	30.4
-0.245	32.35
-0.24	34.25
-0.235	35.95
-0.23	36.85
-0.23	37.1
-0.23	37.45
-0.225	37.95
-0.22	38.8
-0.215	39.65
-0.215	40.55
-0.205	41.75
-0.2	43.2
-0.2	43.55
-0.195	44.3
-0.195	44.25
-0.195	44
-0.19	45.3
-0.19	46
-0.185	47.15
-0.18	48.2
-0.175	49.3
-0.17	50.55
-0.165	51.75
-0.16	52.7
-0.16	53.8
-0.155	55.05
-0.155	54.7
-0.15	55.4
-0.145	56.65
-0.14	58.35
-0.13	61
-0.125	62.65
-0.12	63.1
-0.115	64.85
-0.105	67.7
-0.1	70.3
-0.085	71.05
-0.075	74.05
-0.07	73.25
-0.06	73.35
-0.06	76
-0.055	76.6
-0.05	76.8
-0.05	77.85
-0.045	78.8
-0.04	79.3
-0.04	80.85
-0.035	82.3
-0.03	83.3
-0.03	83.45
-0.025	84.25
-0.02	85.45
-0.015	88.5
-0.005	88.55
-0.005	90.15
-0.005	90.25
-0.005	90.05
-0.005	90
-0.005	89.9
